x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
-1.0057093291266572,1.1525174963128846,0.23207862234229165,-0.7163066649596814,-0.5217800042893598,2.1859490799779606,-0.4860661130907475,1.7648902882359283,0.16918325014920946,-0.9978057038295612,0.12059740167119905
0.8308512443961407,-0.6097986982074841,0.2907282592498049,0.9342148054655582,-1.2933101430522431,0.5860610934105122,-1.4187235949851345,1.5778116688007426,-2.219713841725164,2.9202500299403567,0.2364777668453907
0.08151566476795638,-0.557667347916469,0.7792475151830065,-0.8907754247593406,1.0670527199154909,0.35340677157803946,-0.9204204580864458,-0.7947989204603643,1.2888147548552196,-0.0790281811137552,-0.15694610009190285
-0.41873945178985,-1.9272748558511368,0.5911361595235993,1.3406346395070097,-0.4506156801750553,-0.6543801279727919,-0.8537906465598768,1.1930213807530576,0.8091818227017215,1.4978955383183614,0.319693371428291
-0.1497335901547613,0.9944626107625532,-0.37055569432753055,0.8191363792071988,0.6413249514667727,0.1878008690079273,0.5935505079881501,0.14160558029824544,0.5670761281272664,0.4664599414788048,0.01034953705366118
-0.3978265950429654,-0.17274253155146954,-0.3736786988346476,1.4137726485808948,-0.2661034235882448,-0.7096572628383163,-1.2884012950444377,-1.088992511087342,-0.07754218458441049,-0.17037259484629294,-0.02241456093587569
0.024339874993197275,0.046273624834550914,0.14941088928705804,1.141185480580874,-0.2968069985836961,0.5303468115621338,-0.8588778258944731,1.2163070712249282,-0.2881142519872833,-0.4639863264107242,-0.06261927934718288
-0.1384919018147391,-0.8209401621823936,-0.8010087942651907,0.3229588789833714,0.9098382924048672,-0.10824276445236077,1.4082952842703509,0.5211396541410429,0.014369960416467344,0.70878499245289,0.4249308690371399
-0.5512984854622368,1.2184915333539892,0.2555408963863117,0.6981961643620448,0.4073244509229521,1.148732041714641,0.02547835986831744,-0.5559868587715117,-1.792746457847575,-0.7194678262637598,0.10896892893085924
1.1368403518993977,0.90694445534155,0.1553666216197674,-1.2249963537622512,1.7351869788199081,0.5487411764315627,-1.2298891433192527,-1.1832040994634654,-0.4067685508246716,0.6422642676406833,0.3131657497838272
